fact_card_key,customer_key,card_id,card_type,card_status,issue_date,expiry_date,credit_limit,utilization_pct,activation_flag
2017,2228,CARD0000002017,CREDIT_GOLD,ACTIVE,2023-04-18,2028-04-16,30000000.0,63.07,True
2018,2228,CARD0000002018,CREDIT_STANDARD,ACTIVE,2024-10-23,2029-10-22,200000000.0,43.46,True
2019,2229,CARD0000002019,CREDIT_STANDARD,BLOCKED,2022-08-10,2027-08-09,300000000.0,52.43,True
2020,2230,CARD0000002020,DEBIT,EXPIRED,2021-06-08,2026-06-07,0.0,0.0,True
2021,2233,CARD0000002021,DEBIT,ACTIVE,2024-04-21,2029-04-20,0.0,0.0,True
2022,2235,CARD0000002022,CREDIT_GOLD,ACTIVE,2025-08-29,2030-08-28,80000000.0,2.79,False
2023,2235,CARD0000002023,CREDIT_PLATINUM,ACTIVE,2022-02-08,2027-02-07,30000000.0,3.65,True
2024,2236,CARD0000002024,DEBIT,EXPIRED,2021-05-20,2026-05-19,0.0,0.0,True
2025,2237,CARD0000002025,CREDIT_GOLD,ACTIVE,2022-03-17,2027-03-16,120000000.0,29.04,True
2026,2238,CARD0000002026,CREDIT_STANDARD,ACTIVE,2025-12-23,2030-12-22,120000000.0,48.75,True
2027,2239,CARD0000002027,DEBIT,EXPIRED,2021-04-21,2026-04-20,0.0,0.0,True
2028,2240,CARD0000002028,CREDIT_PLATINUM,EXPIRED,2021-03-21,2026-03-20,80000000.0,17.89,True
2029,2241,CARD0000002029,CREDIT_GOLD,ACTIVE,2021-11-17,2026-11-16,80000000.0,7.86,True
2030,2241,CARD0000002030,CREDIT_GOLD,ACTIVE,2021-12-28,2026-12-27,120000000.0,7.61,False
2031,2242,CARD0000002031,DEBIT,ACTIVE,2021-12-08,2026-12-07,0.0,0.0,True
2032,2242,CARD0000002032,DEBIT,ACTIVE,2026-04-03,2031-04-02,0.0,0.0,True
2033,2243,CARD0000002033,DEBIT,ACTIVE,2022-03-25,2027-03-24,0.0,0.0,True
2034,2244,CARD0000002034,CREDIT_GOLD,ACTIVE,2025-05-25,2030-05-24,20000000.0,25.34,True
2035,2245,CARD0000002035,DEBIT,ACTIVE,2025-04-02,2030-04-01,0.0,0.0,True
2036,2250,CARD0000002036,CREDIT_STANDARD,ACTIVE,2023-12-31,2028-12-29,80000000.0,63.96,True
2037,2251,CARD0000002037,CREDIT_STANDARD,ACTIVE,2026-02-16,2031-02-15,30000000.0,19.63,True
2038,2253,CARD0000002038,CREDIT_GOLD,ACTIVE,2025-06-28,2030-06-27,30000000.0,60.21,True
2039,2254,CARD0000002039,CREDIT_GOLD,BLOCKED,2026-05-29,2031-05-28,30000000.0,24.54,False
2040,2257,CARD0000002040,CREDIT_PLATINUM,ACTIVE,2024-03-10,2029-03-09,80000000.0,34.43,True
2041,2259,CARD0000002041,DEBIT,ACTIVE,2022-05-20,2027-05-19,0.0,0.0,True
2042,2260,CARD0000002042,CREDIT_GOLD,ACTIVE,2024-09-07,2029-09-06,120000000.0,70.66,True
2043,2261,CARD0000002043,DEBIT,ACTIVE,2024-08-05,2029-08-04,0.0,0.0,True
2044,2262,CARD0000002044,DEBIT,ACTIVE,2022-07-28,2027-07-27,0.0,0.0,True
2045,2263,CARD0000002045,CREDIT_PLATINUM,ACTIVE,2025-11-23,2030-11-22,30000000.0,83.52,True
2046,2264,CARD0000002046,CREDIT_PLATINUM,EXPIRED,2021-05-25,2026-05-24,120000000.0,59.32,True
2047,2264,CARD0000002047,CREDIT_GOLD,ACTIVE,2024-04-14,2029-04-13,30000000.0,54.81,True
2048,2266,CARD0000002048,CREDIT_GOLD,ACTIVE,2023-09-16,2028-09-14,80000000.0,49.78,True
2049,2267,CARD0000002049,CREDIT_GOLD,ACTIVE,2025-09-10,2030-09-09,300000000.0,4.69,False
2050,2268,CARD0000002050,DEBIT,ACTIVE,2025-03-25,2030-03-24,0.0,0.0,True
2051,2270,CARD0000002051,DEBIT,ACTIVE,2025-01-07,2030-01-06,0.0,0.0,True
2052,2271,CARD0000002052,CREDIT_STANDARD,ACTIVE,2024-06-26,2029-06-25,20000000.0,63.29,False
2053,2272,CARD0000002053,CREDIT_STANDARD,ACTIVE,2024-11-16,2029-11-15,200000000.0,71.89,True
2054,2274,CARD0000002054,DEBIT,ACTIVE,2025-05-21,2030-05-20,0.0,0.0,True
2055,2275,CARD0000002055,DEBIT,ACTIVE,2023-02-17,2028-02-16,0.0,0.0,True
2056,2275,CARD0000002056,CREDIT_STANDARD,ACTIVE,2021-09-04,2026-09-03,50000000.0,16.48,True
2057,2276,CARD0000002057,CREDIT_PLATINUM,ACTIVE,2024-05-04,2029-05-03,80000000.0,76.41,True
2058,2276,CARD0000002058,DEBIT,ACTIVE,2022-03-15,2027-03-14,0.0,0.0,True
2059,2277,CARD0000002059,DEBIT,ACTIVE,2021-09-03,2026-09-02,0.0,0.0,True
2060,2279,CARD0000002060,CREDIT_PLATINUM,ACTIVE,2025-05-29,2030-05-28,30000000.0,57.23,True
2061,2281,CARD0000002061,DEBIT,ACTIVE,2023-03-08,2028-03-06,0.0,0.0,True
2062,2282,CARD0000002062,CREDIT_STANDARD,ACTIVE,2024-05-16,2029-05-15,30000000.0,5.5,True
2063,2283,CARD0000002063,CREDIT_STANDARD,ACTIVE,2025-08-28,2030-08-27,50000000.0,66.72,True
2064,2283,CARD0000002064,DEBIT,EXPIRED,2021-06-19,2026-06-18,0.0,0.0,True
2065,2286,CARD0000002065,DEBIT,ACTIVE,2023-02-04,2028-02-03,0.0,0.0,True
2066,2286,CARD0000002066,CREDIT_STANDARD,ACTIVE,2024-03-30,2029-03-29,300000000.0,57.21,True
2067,2287,CARD0000002067,DEBIT,ACTIVE,2026-02-16,2031-02-15,0.0,0.0,True
2068,2290,CARD0000002068,CREDIT_STANDARD,ACTIVE,2024-05-08,2029-05-07,30000000.0,21.64,True
2069,2291,CARD0000002069,DEBIT,ACTIVE,2025-01-05,2030-01-04,0.0,0.0,True
2070,2292,CARD0000002070,DEBIT,ACTIVE,2022-09-24,2027-09-23,0.0,0.0,True
2071,2293,CARD0000002071,CREDIT_GOLD,ACTIVE,2021-12-26,2026-12-25,50000000.0,81.72,True
2072,2295,CARD0000002072,CREDIT_PLATINUM,ACTIVE,2022-06-16,2027-06-15,30000000.0,13.1,True
2073,2296,CARD0000002073,DEBIT,ACTIVE,2026-05-08,2031-05-07,0.0,0.0,True
2074,2298,CARD0000002074,CREDIT_STANDARD,ACTIVE,2024-11-21,2029-11-20,50000000.0,29.39,True
2075,2299,CARD0000002075,CREDIT_GOLD,ACTIVE,2024-11-11,2029-11-10,20000000.0,54.61,True
2076,2301,CARD0000002076,DEBIT,ACTIVE,2025-09-04,2030-09-03,0.0,0.0,True
2077,2301,CARD0000002077,CREDIT_GOLD,ACTIVE,2024-09-21,2029-09-20,200000000.0,17.94,True
2078,2303,CARD0000002078,DEBIT,ACTIVE,2024-03-22,2029-03-21,0.0,0.0,True
2079,2304,CARD0000002079,CREDIT_GOLD,ACTIVE,2023-11-18,2028-11-16,20000000.0,47.56,True
2080,2305,CARD0000002080,CREDIT_GOLD,ACTIVE,2025-12-24,2030-12-23,20000000.0,48.92,True
2081,2305,CARD0000002081,DEBIT,ACTIVE,2023-11-09,2028-11-07,0.0,0.0,True
2082,2306,CARD0000002082,DEBIT,ACTIVE,2026-03-07,2031-03-06,0.0,0.0,True
2083,2306,CARD0000002083,DEBIT,BLOCKED,2024-08-14,2029-08-13,0.0,0.0,True
2084,2307,CARD0000002084,DEBIT,ACTIVE,2024-02-21,2029-02-19,0.0,0.0,True
2085,2308,CARD0000002085,CREDIT_PLATINUM,ACTIVE,2025-11-16,2030-11-15,20000000.0,32.16,True
2086,2308,CARD0000002086,CREDIT_STANDARD,ACTIVE,2025-04-02,2030-04-01,300000000.0,36.59,False
2087,2310,CARD0000002087,CREDIT_GOLD,ACTIVE,2023-03-22,2028-03-20,20000000.0,32.16,True
2088,2311,CARD0000002088,DEBIT,EXPIRED,2021-05-23,2026-05-22,0.0,0.0,True
2089,2312,CARD0000002089,CREDIT_GOLD,ACTIVE,2023-03-24,2028-03-22,30000000.0,27.56,True
2090,2320,CARD0000002090,DEBIT,ACTIVE,2021-09-29,2026-09-28,0.0,0.0,True
2091,2320,CARD0000002091,CREDIT_STANDARD,ACTIVE,2024-05-02,2029-05-01,20000000.0,68.77,True
2092,2321,CARD0000002092,CREDIT_STANDARD,ACTIVE,2023-03-23,2028-03-21,120000000.0,39.31,True
2093,2322,CARD0000002093,CREDIT_PLATINUM,ACTIVE,2022-12-02,2027-12-01,20000000.0,73.45,True
2094,2323,CARD0000002094,CREDIT_PLATINUM,ACTIVE,2022-05-18,2027-05-17,200000000.0,56.53,True
2095,2323,CARD0000002095,CREDIT_STANDARD,ACTIVE,2026-04-11,2031-04-10,30000000.0,26.75,False
2096,2324,CARD0000002096,DEBIT,ACTIVE,2024-04-12,2029-04-11,0.0,0.0,True
2097,2324,CARD0000002097,CREDIT_GOLD,ACTIVE,2026-04-21,2031-04-20,200000000.0,22.94,True
2098,2328,CARD0000002098,CREDIT_PLATINUM,ACTIVE,2024-01-22,2029-01-20,200000000.0,27.86,True
2099,2329,CARD0000002099,DEBIT,ACTIVE,2023-02-20,2028-02-19,0.0,0.0,True
2100,2330,CARD0000002100,DEBIT,ACTIVE,2025-03-29,2030-03-28,0.0,0.0,True
2101,2331,CARD0000002101,DEBIT,ACTIVE,2022-09-25,2027-09-24,0.0,0.0,True
2102,2334,CARD0000002102,CREDIT_GOLD,ACTIVE,2023-06-25,2028-06-23,120000000.0,56.75,True
2103,2334,CARD0000002103,DEBIT,EXPIRED,2021-07-15,2026-07-14,0.0,0.0,True
2104,2335,CARD0000002104,CREDIT_GOLD,ACTIVE,2025-07-11,2030-07-10,200000000.0,82.38,True
2105,2336,CARD0000002105,DEBIT,ACTIVE,2023-03-29,2028-03-27,0.0,0.0,True
2106,2336,CARD0000002106,DEBIT,ACTIVE,2024-03-18,2029-03-17,0.0,0.0,True
2107,2337,CARD0000002107,CREDIT_GOLD,ACTIVE,2023-10-07,2028-10-05,30000000.0,81.98,True
2108,2337,CARD0000002108,DEBIT,BLOCKED,2022-01-22,2027-01-21,0.0,0.0,True
2109,2338,CARD0000002109,CREDIT_GOLD,ACTIVE,2023-04-22,2028-04-20,300000000.0,21.72,True
2110,2339,CARD0000002110,CREDIT_STANDARD,ACTIVE,2025-12-29,2030-12-28,80000000.0,61.2,True
2111,2339,CARD0000002111,DEBIT,ACTIVE,2022-05-25,2027-05-24,0.0,0.0,True
2112,2340,CARD0000002112,DEBIT,ACTIVE,2023-06-01,2028-05-30,0.0,0.0,True
2113,2341,CARD0000002113,CREDIT_PLATINUM,ACTIVE,2022-04-27,2027-04-26,50000000.0,27.19,True
2114,2342,CARD0000002114,CREDIT_PLATINUM,ACTIVE,2022-12-05,2027-12-04,50000000.0,36.74,True
2115,2342,CARD0000002115,CREDIT_GOLD,ACTIVE,2026-01-19,2031-01-18,80000000.0,61.85,True
2116,2343,CARD0000002116,CREDIT_GOLD,ACTIVE,2025-04-25,2030-04-24,300000000.0,7.81,True
2117,2343,CARD0000002117,CREDIT_PLATINUM,ACTIVE,2024-07-18,2029-07-17,120000000.0,8.45,True
2118,2344,CARD0000002118,CREDIT_PLATINUM,EXPIRED,2021-08-26,2026-08-25,120000000.0,20.75,True
2119,2345,CARD0000002119,CREDIT_GOLD,ACTIVE,2025-12-16,2030-12-15,30000000.0,0.19,True
2120,2346,CARD0000002120,CREDIT_STANDARD,EXPIRED,2021-05-06,2026-05-05,120000000.0,19.94,True
2121,2347,CARD0000002121,DEBIT,ACTIVE,2021-12-28,2026-12-27,0.0,0.0,True
2122,2348,CARD0000002122,DEBIT,ACTIVE,2024-07-12,2029-07-11,0.0,0.0,True
2123,2349,CARD0000002123,DEBIT,BLOCKED,2023-07-04,2028-07-02,0.0,0.0,True
2124,2349,CARD0000002124,CREDIT_STANDARD,BLOCKED,2024-03-10,2029-03-09,50000000.0,45.99,True
2125,2350,CARD0000002125,CREDIT_STANDARD,ACTIVE,2023-08-13,2028-08-11,80000000.0,16.39,True
2126,2351,CARD0000002126,CREDIT_STANDARD,ACTIVE,2025-06-24,2030-06-23,120000000.0,32.77,True
2127,2351,CARD0000002127,CREDIT_PLATINUM,ACTIVE,2026-01-01,2030-12-31,80000000.0,36.54,True
2128,2354,CARD0000002128,DEBIT,ACTIVE,2026-03-21,2031-03-20,0.0,0.0,True
2129,2355,CARD0000002129,DEBIT,EXPIRED,2021-06-19,2026-06-18,0.0,0.0,True
2130,2356,CARD0000002130,DEBIT,ACTIVE,2025-01-26,2030-01-25,0.0,0.0,True
2131,2358,CARD0000002131,DEBIT,ACTIVE,2025-01-08,2030-01-07,0.0,0.0,True
2132,2360,CARD0000002132,DEBIT,ACTIVE,2026-06-15,2031-06-14,0.0,0.0,True
2133,2360,CARD0000002133,CREDIT_PLATINUM,ACTIVE,2024-06-28,2029-06-27,200000000.0,18.97,True
2134,2361,CARD0000002134,CREDIT_STANDARD,ACTIVE,2023-07-05,2028-07-03,30000000.0,32.58,True
2135,2362,CARD0000002135,DEBIT,ACTIVE,2024-03-21,2029-03-20,0.0,0.0,True
2136,2363,CARD0000002136,DEBIT,ACTIVE,2022-08-06,2027-08-05,0.0,0.0,True
2137,2364,CARD0000002137,CREDIT_PLATINUM,ACTIVE,2023-05-28,2028-05-26,50000000.0,83.94,True
2138,2366,CARD0000002138,DEBIT,ACTIVE,2023-02-05,2028-02-04,0.0,0.0,True
2139,2370,CARD0000002139,DEBIT,ACTIVE,2022-10-08,2027-10-07,0.0,0.0,True
2140,2370,CARD0000002140,DEBIT,ACTIVE,2023-10-05,2028-10-03,0.0,0.0,True
2141,2372,CARD0000002141,DEBIT,ACTIVE,2025-04-19,2030-04-18,0.0,0.0,True
2142,2372,CARD0000002142,CREDIT_GOLD,ACTIVE,2023-03-27,2028-03-25,20000000.0,39.01,True
2143,2374,CARD0000002143,CREDIT_STANDARD,ACTIVE,2025-07-12,2030-07-11,20000000.0,6.38,True
2144,2375,CARD0000002144,DEBIT,EXPIRED,2021-04-15,2026-04-14,0.0,0.0,True
2145,2375,CARD0000002145,CREDIT_GOLD,BLOCKED,2025-03-06,2030-03-05,200000000.0,15.22,True
2146,2378,CARD0000002146,CREDIT_GOLD,ACTIVE,2026-04-22,2031-04-21,80000000.0,61.2,True
2147,2379,CARD0000002147,CREDIT_GOLD,ACTIVE,2025-01-08,2030-01-07,50000000.0,76.95,True
2148,2380,CARD0000002148,DEBIT,ACTIVE,2023-01-01,2027-12-31,0.0,0.0,True
2149,2383,CARD0000002149,CREDIT_GOLD,ACTIVE,2024-03-11,2029-03-10,80000000.0,32.85,True
2150,2383,CARD0000002150,CREDIT_PLATINUM,ACTIVE,2023-12-09,2028-12-07,20000000.0,33.67,True
2151,2384,CARD0000002151,CREDIT_STANDARD,ACTIVE,2022-12-08,2027-12-07,120000000.0,33.27,True
2152,2384,CARD0000002152,CREDIT_STANDARD,ACTIVE,2025-06-04,2030-06-03,20000000.0,27.88,True
2153,2385,CARD0000002153,CREDIT_STANDARD,ACTIVE,2023-06-17,2028-06-15,80000000.0,76.52,True
2154,2385,CARD0000002154,DEBIT,ACTIVE,2022-03-17,2027-03-16,0.0,0.0,True
2155,2386,CARD0000002155,DEBIT,ACTIVE,2024-03-12,2029-03-11,0.0,0.0,True
2156,2387,CARD0000002156,CREDIT_PLATINUM,ACTIVE,2022-02-03,2027-02-02,300000000.0,16.56,True
2157,2389,CARD0000002157,DEBIT,ACTIVE,2023-08-09,2028-08-07,0.0,0.0,True
2158,2390,CARD0000002158,CREDIT_STANDARD,ACTIVE,2021-12-28,2026-12-27,30000000.0,71.07,True
2159,2391,CARD0000002159,CREDIT_GOLD,ACTIVE,2026-06-26,2031-06-25,30000000.0,57.5,True
2160,2393,CARD0000002160,CREDIT_GOLD,ACTIVE,2025-05-15,2030-05-14,300000000.0,58.03,True
2161,2394,CARD0000002161,DEBIT,ACTIVE,2026-03-31,2031-03-30,0.0,0.0,True
2162,2394,CARD0000002162,DEBIT,ACTIVE,2025-08-28,2030-08-27,0.0,0.0,True
2163,2397,CARD0000002163,CREDIT_PLATINUM,ACTIVE,2024-03-18,2029-03-17,300000000.0,9.79,True
2164,2399,CARD0000002164,CREDIT_PLATINUM,ACTIVE,2023-01-18,2028-01-17,300000000.0,30.96,True
2165,2400,CARD0000002165,DEBIT,ACTIVE,2022-11-14,2027-11-13,0.0,0.0,True
2166,2401,CARD0000002166,CREDIT_GOLD,ACTIVE,2025-06-04,2030-06-03,30000000.0,18.04,True
2167,2401,CARD0000002167,CREDIT_PLATINUM,BLOCKED,2023-04-18,2028-04-16,200000000.0,71.84,True
2168,2403,CARD0000002168,DEBIT,ACTIVE,2026-06-03,2031-06-02,0.0,0.0,True
2169,2404,CARD0000002169,DEBIT,ACTIVE,2024-03-18,2029-03-17,0.0,0.0,True
2170,2405,CARD0000002170,DEBIT,BLOCKED,2023-06-15,2028-06-13,0.0,0.0,True
2171,2405,CARD0000002171,DEBIT,ACTIVE,2022-02-16,2027-02-15,0.0,0.0,True
2172,2407,CARD0000002172,DEBIT,ACTIVE,2026-04-25,2031-04-24,0.0,0.0,True
2173,2407,CARD0000002173,CREDIT_STANDARD,ACTIVE,2026-02-06,2031-02-05,300000000.0,68.81,True
2174,2409,CARD0000002174,DEBIT,ACTIVE,2022-03-03,2027-03-02,0.0,0.0,True
2175,2410,CARD0000002175,DEBIT,ACTIVE,2023-06-19,2028-06-17,0.0,0.0,True
2176,2411,CARD0000002176,DEBIT,ACTIVE,2021-11-30,2026-11-29,0.0,0.0,True
2177,2412,CARD0000002177,CREDIT_STANDARD,ACTIVE,2024-09-10,2029-09-09,300000000.0,60.0,True
2178,2412,CARD0000002178,CREDIT_PLATINUM,ACTIVE,2023-04-19,2028-04-17,20000000.0,24.77,False
2179,2415,CARD0000002179,CREDIT_GOLD,ACTIVE,2023-02-06,2028-02-05,50000000.0,67.23,True
2180,2416,CARD0000002180,CREDIT_STANDARD,ACTIVE,2026-02-09,2031-02-08,50000000.0,71.13,False
2181,2416,CARD0000002181,CREDIT_PLATINUM,ACTIVE,2024-09-04,2029-09-03,50000000.0,33.29,False
2182,2417,CARD0000002182,DEBIT,ACTIVE,2023-06-25,2028-06-23,0.0,0.0,True
2183,2419,CARD0000002183,DEBIT,ACTIVE,2022-03-30,2027-03-29,0.0,0.0,True
2184,2421,CARD0000002184,CREDIT_STANDARD,ACTIVE,2026-06-09,2031-06-08,20000000.0,72.4,True
2185,2421,CARD0000002185,CREDIT_STANDARD,ACTIVE,2023-10-01,2028-09-29,200000000.0,29.82,False
2186,2423,CARD0000002186,DEBIT,ACTIVE,2022-07-15,2027-07-14,0.0,0.0,True
2187,2423,CARD0000002187,CREDIT_STANDARD,ACTIVE,2023-07-17,2028-07-15,200000000.0,21.31,True
2188,2424,CARD0000002188,DEBIT,ACTIVE,2026-04-24,2031-04-23,0.0,0.0,True
2189,2426,CARD0000002189,CREDIT_STANDARD,ACTIVE,2024-07-29,2029-07-28,120000000.0,5.2,True
2190,2426,CARD0000002190,DEBIT,ACTIVE,2022-08-05,2027-08-04,0.0,0.0,True
2191,2427,CARD0000002191,CREDIT_PLATINUM,EXPIRED,2021-06-05,2026-06-04,80000000.0,76.96,True
2192,2427,CARD0000002192,DEBIT,ACTIVE,2024-04-23,2029-04-22,0.0,0.0,True
2193,2429,CARD0000002193,CREDIT_GOLD,ACTIVE,2024-05-21,2029-05-20,80000000.0,15.53,True
2194,2431,CARD0000002194,CREDIT_GOLD,ACTIVE,2025-01-15,2030-01-14,20000000.0,50.52,True
2195,2432,CARD0000002195,CREDIT_PLATINUM,BLOCKED,2025-11-29,2030-11-28,200000000.0,1.4,True
2196,2433,CARD0000002196,DEBIT,BLOCKED,2022-11-09,2027-11-08,0.0,0.0,True
2197,2434,CARD0000002197,DEBIT,ACTIVE,2026-03-01,2031-02-28,0.0,0.0,True
2198,2437,CARD0000002198,CREDIT_PLATINUM,EXPIRED,2021-08-07,2026-08-06,300000000.0,70.61,True
2199,2438,CARD0000002199,DEBIT,ACTIVE,2024-01-22,2029-01-20,0.0,0.0,True
2200,2439,CARD0000002200,DEBIT,ACTIVE,2026-05-23,2031-05-22,0.0,0.0,True
2201,2440,CARD0000002201,DEBIT,ACTIVE,2025-03-29,2030-03-28,0.0,0.0,True
2202,2443,CARD0000002202,DEBIT,EXPIRED,2021-08-02,2026-08-01,0.0,0.0,True
2203,2444,CARD0000002203,CREDIT_STANDARD,ACTIVE,2024-04-24,2029-04-23,80000000.0,55.94,True
2204,2444,CARD0000002204,DEBIT,ACTIVE,2024-07-14,2029-07-13,0.0,0.0,True
2205,2445,CARD0000002205,CREDIT_PLATINUM,ACTIVE,2023-08-11,2028-08-09,120000000.0,68.49,True
2206,2447,CARD0000002206,CREDIT_STANDARD,ACTIVE,2021-12-24,2026-12-23,80000000.0,76.5,True
2207,2448,CARD0000002207,CREDIT_GOLD,BLOCKED,2023-12-30,2028-12-28,20000000.0,84.78,True
2208,2448,CARD0000002208,CREDIT_GOLD,ACTIVE,2025-06-13,2030-06-12,200000000.0,55.6,True
2209,2449,CARD0000002209,CREDIT_PLATINUM,ACTIVE,2024-12-20,2029-12-19,300000000.0,31.62,True
2210,2450,CARD0000002210,CREDIT_STANDARD,ACTIVE,2024-06-11,2029-06-10,120000000.0,71.48,True
2211,2450,CARD0000002211,CREDIT_PLATINUM,ACTIVE,2025-06-22,2030-06-21,120000000.0,55.55,False
2212,2451,CARD0000002212,DEBIT,ACTIVE,2024-09-27,2029-09-26,0.0,0.0,True
2213,2452,CARD0000002213,CREDIT_STANDARD,ACTIVE,2022-12-16,2027-12-15,300000000.0,5.89,True
2214,2453,CARD0000002214,DEBIT,ACTIVE,2021-12-29,2026-12-28,0.0,0.0,True
2215,2453,CARD0000002215,CREDIT_STANDARD,ACTIVE,2024-04-16,2029-04-15,20000000.0,1.07,True
2216,2454,CARD0000002216,DEBIT,ACTIVE,2025-08-10,2030-08-09,0.0,0.0,True
2217,2455,CARD0000002217,DEBIT,ACTIVE,2022-02-17,2027-02-16,0.0,0.0,True
2218,2456,CARD0000002218,CREDIT_PLATINUM,ACTIVE,2023-04-06,2028-04-04,200000000.0,29.5,True
2219,2457,CARD0000002219,CREDIT_GOLD,ACTIVE,2023-05-19,2028-05-17,300000000.0,71.64,True
2220,2458,CARD0000002220,DEBIT,ACTIVE,2023-02-10,2028-02-09,0.0,0.0,True
2221,2459,CARD0000002221,CREDIT_PLATINUM,EXPIRED,2021-05-13,2026-05-12,120000000.0,31.45,False
2222,2460,CARD0000002222,CREDIT_PLATINUM,ACTIVE,2024-04-29,2029-04-28,120000000.0,47.67,True
2223,2461,CARD0000002223,CREDIT_PLATINUM,ACTIVE,2022-10-09,2027-10-08,80000000.0,59.07,True
2224,2462,CARD0000002224,CREDIT_GOLD,BLOCKED,2025-08-05,2030-08-04,50000000.0,2.68,True
2225,2463,CARD0000002225,CREDIT_STANDARD,ACTIVE,2025-05-29,2030-05-28,50000000.0,36.17,True
2226,2463,CARD0000002226,CREDIT_GOLD,ACTIVE,2024-04-16,2029-04-15,300000000.0,62.5,True
2227,2469,CARD0000002227,CREDIT_PLATINUM,ACTIVE,2022-04-07,2027-04-06,80000000.0,18.81,True
2228,2470,CARD0000002228,CREDIT_PLATINUM,EXPIRED,2021-06-19,2026-06-18,200000000.0,78.01,True
2229,2471,CARD0000002229,DEBIT,BLOCKED,2022-03-04,2027-03-03,0.0,0.0,True
2230,2472,CARD0000002230,DEBIT,EXPIRED,2021-08-10,2026-08-09,0.0,0.0,True
2231,2473,CARD0000002231,DEBIT,ACTIVE,2026-06-04,2031-06-03,0.0,0.0,True
2232,2473,CARD0000002232,DEBIT,ACTIVE,2026-04-15,2031-04-14,0.0,0.0,True
2233,2474,CARD0000002233,DEBIT,ACTIVE,2025-08-04,2030-08-03,0.0,0.0,True
2234,2475,CARD0000002234,CREDIT_STANDARD,BLOCKED,2025-09-22,2030-09-21,50000000.0,62.84,True
2235,2475,CARD0000002235,DEBIT,ACTIVE,2023-01-23,2028-01-22,0.0,0.0,True
2236,2476,CARD0000002236,DEBIT,EXPIRED,2021-07-09,2026-07-08,0.0,0.0,True
2237,2477,CARD0000002237,DEBIT,ACTIVE,2024-08-22,2029-08-21,0.0,0.0,True
2238,2479,CARD0000002238,DEBIT,ACTIVE,2025-01-25,2030-01-24,0.0,0.0,True
2239,2481,CARD0000002239,DEBIT,EXPIRED,2021-08-16,2026-08-15,0.0,0.0,True
2240,2482,CARD0000002240,CREDIT_PLATINUM,BLOCKED,2022-11-21,2027-11-20,30000000.0,8.6,True
2241,2482,CARD0000002241,DEBIT,ACTIVE,2024-07-12,2029-07-11,0.0,0.0,True
2242,2483,CARD0000002242,DEBIT,ACTIVE,2025-05-04,2030-05-03,0.0,0.0,True
2243,2484,CARD0000002243,DEBIT,ACTIVE,2023-09-24,2028-09-22,0.0,0.0,True
2244,2486,CARD0000002244,DEBIT,ACTIVE,2022-02-23,2027-02-22,0.0,0.0,True
2245,2487,CARD0000002245,CREDIT_PLATINUM,ACTIVE,2024-09-24,2029-09-23,120000000.0,24.2,True
2246,2487,CARD0000002246,CREDIT_GOLD,ACTIVE,2025-06-16,2030-06-15,200000000.0,55.56,True
2247,2488,CARD0000002247,CREDIT_STANDARD,ACTIVE,2026-03-18,2031-03-17,20000000.0,71.93,True
2248,2489,CARD0000002248,CREDIT_STANDARD,ACTIVE,2026-05-13,2031-05-12,50000000.0,73.84,True
2249,2491,CARD0000002249,CREDIT_STANDARD,ACTIVE,2021-10-29,2026-10-28,120000000.0,15.37,True
2250,2493,CARD0000002250,CREDIT_GOLD,ACTIVE,2025-12-28,2030-12-27,30000000.0,34.89,True
2251,2496,CARD0000002251,CREDIT_STANDARD,ACTIVE,2025-02-04,2030-02-03,80000000.0,38.33,True
2252,2497,CARD0000002252,DEBIT,ACTIVE,2022-06-27,2027-06-26,0.0,0.0,True
2253,2500,CARD0000002253,CREDIT_GOLD,ACTIVE,2024-11-20,2029-11-19,120000000.0,17.01,True
2254,2500,CARD0000002254,DEBIT,BLOCKED,2024-05-26,2029-05-25,0.0,0.0,True
2255,2504,CARD0000002255,CREDIT_GOLD,ACTIVE,2023-06-30,2028-06-28,20000000.0,62.0,True
2256,2505,CARD0000002256,CREDIT_GOLD,EXPIRED,2021-07-28,2026-07-27,20000000.0,8.22,True
2257,2506,CARD0000002257,CREDIT_STANDARD,ACTIVE,2022-03-30,2027-03-29,50000000.0,43.92,True
2258,2506,CARD0000002258,DEBIT,ACTIVE,2023-04-24,2028-04-22,0.0,0.0,True
2259,2507,CARD0000002259,DEBIT,ACTIVE,2022-05-29,2027-05-28,0.0,0.0,True
2260,2507,CARD0000002260,DEBIT,ACTIVE,2022-03-31,2027-03-30,0.0,0.0,True
2261,2509,CARD0000002261,DEBIT,ACTIVE,2023-05-03,2028-05-01,0.0,0.0,True
2262,2510,CARD0000002262,CREDIT_STANDARD,ACTIVE,2022-11-07,2027-11-06,200000000.0,4.15,True
2263,2512,CARD0000002263,DEBIT,ACTIVE,2024-07-10,2029-07-09,0.0,0.0,True
2264,2512,CARD0000002264,DEBIT,ACTIVE,2025-01-29,2030-01-28,0.0,0.0,True
2265,2513,CARD0000002265,CREDIT_GOLD,ACTIVE,2025-05-17,2030-05-16,200000000.0,80.25,True
2266,2514,CARD0000002266,DEBIT,ACTIVE,2024-12-26,2029-12-25,0.0,0.0,True
2267,2517,CARD0000002267,CREDIT_PLATINUM,ACTIVE,2025-03-23,2030-03-22,80000000.0,6.23,True
